#{"t_start": 1743683711.9150567, "env_id": "None"}
r,l,t
37.1,20,186.778218
37.1,20,186.962516
37.9,20,186.972712
37.9,20,186.9962
37.3,20,187.017215
36.9,20,187.036164
36.9,20,187.061132
37.3,20,187.072777
36.1,20,187.092675
36.9,20,187.107506
36.5,20,187.122679
36.9,20,187.902582
36.7,20,187.922593
36.7,20,187.942832
38.1,20,187.969378
37.3,20,187.995502
36.5,20,188.026004
36.5,20,188.051966
36.9,20,188.081861
36.5,20,188.102697
36.9,20,188.126646
37.1,20,188.146616
36.9,20,188.168514
37.1,20,188.187741
36.3,20,188.204093
38.3,20,188.223689
37.9,20,188.242723
34.1,20,188.265556
36.7,20,188.287426
38.1,20,188.308357
36.9,20,188.322677
37.5,20,188.347409
37.1,20,188.364694
37.9,20,188.381215
37.9,20,188.400655
36.9,20,188.418964
36.9,20,188.438583
37.9,20,188.461155
36.9,20,188.484234
37.3,20,188.503934
36.7,20,188.528223
36.9,20,188.551923
36.7,20,188.592927
37.3,20,188.614475
38.1,20,188.63573
38.5,20,188.651714
37.3,20,188.669205
37.3,20,188.682893
36.5,20,188.696811
33.3,20,188.712996
37.3,20,188.732882
37.3,20,188.746958
33.3,20,188.765789
37.1,20,188.781418
36.9,20,188.79816
37.5,20,188.814174
33.3,20,188.829277
37.9,20,188.844843
36.9,20,188.860261
36.9,20,188.875405
38.1,20,188.889083
37.5,20,188.903468
38.1,20,190.049637
37.3,20,190.083208
36.9,20,190.115336
37.3,20,190.199126
37.1,20,190.230845
36.9,20,190.252794
37.3,20,190.285049
37.3,20,190.302747
37.1,20,190.321432
37.1,20,190.339574
37.5,20,190.357447
37.1,20,190.37553
37.3,20,190.393628
36.9,20,190.411939
37.7,20,190.431946
37.3,20,190.451863
36.7,20,190.474867
37.7,20,190.504483
36.7,20,190.527496
37.1,20,190.546867
35.9,20,190.570958
36.1,20,190.592975
37.1,20,190.613992
37.5,20,190.639819
37.5,20,190.652839
38.3,20,190.672605
36.9,20,190.684088
37.1,20,190.702774
37.3,20,190.727067
36.9,20,190.742779
38.5,20,190.774661
37.1,20,190.798357
36.9,20,190.818858
37.9,20,190.838355
38.1,20,190.856973
37.5,20,190.874795
37.1,20,190.891075
36.9,20,190.906107
36.9,20,190.913969
37.1,20,190.940278
36.9,20,190.959877
37.3,20,190.972672
36.5,20,190.992481
38.5,20,191.014776
36.7,20,191.043834
36.1,20,191.077609
37.1,20,191.109828
37.5,20,191.139468
37.3,20,191.169985
37.3,20,191.183807
36.9,20,191.21696
36.5,20,191.25148
36.9,20,192.169615
33.5,20,192.189681
37.1,20,192.207622
38.1,20,192.228637
36.9,20,192.247709
36.7,20,192.266021
32.9,20,192.284343
37.3,20,192.306562
36.9,20,192.332494
37.3,20,192.349541
37.5,20,192.36434
36.5,20,192.383053
38.5,20,192.399613
37.7,20,192.416396
37.1,20,192.432794
37.1,20,192.449212
36.7,20,192.466343
37.9,20,192.482661
37.3,20,192.500489
37.1,20,192.517521
37.1,20,192.53752
37.7,20,192.557236
37.5,20,192.575762
37.7,20,192.60137
37.9,20,192.622822
37.7,20,192.646378
36.9,20,192.671283
37.3,20,192.690075
37.1,20,192.72581
36.9,20,192.742728
36.9,20,192.760994
37.1,20,192.779094
37.7,20,192.792763
36.9,20,192.811796
37.1,20,192.828811
36.9,20,192.842915
37.3,20,192.85784
33.3,20,192.876573
33.5,20,192.891452
33.3,20,192.902704
37.7,20,192.92177
37.5,20,192.933109
36.7,20,192.952247
37.1,20,192.968138
36.9,20,192.983274
37.1,20,192.997671
37.3,20,193.012608
36.9,20,193.027466
36.9,20,193.046859
36.3,20,193.065391
37.3,20,193.082743
36.5,20,194.148141
37.3,20,194.181746
36.9,20,194.218845
37.1,20,194.261227
36.1,20,194.29276
36.7,20,194.322514
36.7,20,194.34194
37.5,20,194.360993
37.1,20,194.377712
36.7,20,194.397088
36.1,20,194.415299
37.3,20,194.432687
36.5,20,194.450172
37.3,20,194.468112
37.3,20,194.48329
36.7,20,194.502817
37.5,20,194.518119
33.3,20,194.536101
37.3,20,194.553157
37.5,20,194.56853
37.7,20,194.589744
37.5,20,194.60924
36.7,20,194.622708
37.1,20,194.652736
36.3,20,194.672842
37.5,20,194.697075
37.1,20,194.722734
36.7,20,194.758404
37.1,20,194.776633
36.9,20,194.792773
36.9,20,194.812639
37.5,20,194.832709
36.7,20,194.853888
36.9,20,194.876413
36.9,20,194.895397
36.3,20,194.910987
36.7,20,194.922824
37.1,20,194.945547
37.1,20,194.962758
37.7,20,194.978537
37.3,20,194.996164
37.3,20,195.013282
37.1,20,195.030394
37.3,20,195.046178
36.7,20,195.06126
37.5,20,195.072781
36.9,20,195.1
29.3,20,195.120669
37.7,20,195.133852
37.1,20,195.167102
37.1,20,195.182614
37.7,20,195.952703
38.1,20,195.970001
37.3,20,195.983039
37.5,20,196.008435
36.9,20,196.034936
36.9,20,196.058422
37.1,20,196.072468
37.7,20,196.100995
36.9,20,196.129902
36.9,20,196.160504
37.5,20,196.192946
37.1,20,196.221152
37.9,20,196.242721
37.5,20,196.27254
37.3,20,196.290857
37.1,20,196.30272
36.5,20,196.325175
37.5,20,196.345233
37.7,20,196.365721
37.1,20,196.383864
38.5,20,196.40105
37.1,20,196.422615
38.1,20,196.440864
36.9,20,196.458166
36.7,20,196.472651
36.9,20,196.490976
36.9,20,196.522803
37.9,20,196.542714
37.5,20,196.560834
38.3,20,196.58031
36.9,20,196.597004
38.3,20,196.613131
37.1,20,196.632951
37.3,20,196.657387
37.3,20,196.672513
37.1,20,196.698733
37.1,20,196.720967
37.1,20,196.738904
36.5,20,196.757184
37.5,20,196.778331
37.5,20,196.794456
38.5,20,196.802788
37.1,20,196.82651
37.9,20,196.842621
37.3,20,196.85884
37.5,20,196.872544
36.7,20,196.890986
36.9,20,196.905982
37.3,20,196.922524
37.1,20,196.933002
36.9,20,196.950999
37.1,20,198.401008
38.1,20,198.426475
36.9,20,198.457378
37.3,20,198.486003
37.7,20,198.517741
37.1,20,198.540403
37.3,20,198.572829
37.5,20,198.600931
36.9,20,198.626375
34.1,20,198.645989
36.9,20,198.664257
36.9,20,198.685915
32.7,20,198.707226
38.5,20,198.731114
37.3,20,198.758072
37.3,20,198.780062
36.5,20,198.802579
38.3,20,198.829081
33.3,20,198.847723
37.1,20,198.865773
36.9,20,198.883892
37.5,20,198.901262
29.9,20,198.920572
37.3,20,198.936887
37.1,20,198.954063
36.9,20,198.992741
37.7,20,199.010465
38.3,20,199.028354
37.3,20,199.045145
36.7,20,199.063594
36.7,20,199.080996
37.1,20,199.097504
37.3,20,199.113624
36.5,20,199.130247
38.1,20,199.145161
32.9,20,199.152764
37.3,20,199.172849
37.1,20,199.199054
36.9,20,199.222778
36.7,20,199.249462
38.5,20,199.275667
37.1,20,199.295604
37.3,20,199.317554
37.3,20,199.333601
36.7,20,199.356075
37.5,20,199.374793
36.9,20,199.392565
36.9,20,199.412729
37.3,20,199.422629
37.1,20,199.442809
37.3,20,199.464991
36.9,20,200.458307
32.5,20,200.478588
37.5,20,200.498806
38.5,20,200.518102
36.9,20,200.538324
37.3,20,200.556284
36.9,20,200.573849
36.7,20,200.592901
37.1,20,200.616448
38.5,20,200.638978
33.3,20,200.660312
38.1,20,200.677941
37.1,20,200.69531
38.1,20,200.707716
36.9,20,200.732687
37.7,20,200.758532
36.7,20,200.784719
37.3,20,200.809821
37.1,20,200.832856
37.5,20,200.85832
36.7,20,200.880113
37.1,20,200.897546
32.9,20,200.914028
36.9,20,200.935623
36.9,20,200.971306
37.3,20,200.992666
37.5,20,201.007634
37.7,20,201.031124
37.3,20,201.048346
37.3,20,201.067087
37.9,20,201.082708
36.9,20,201.098239
36.5,20,201.114184
38.1,20,201.129927
37.3,20,201.14296
38.1,20,201.161404
37.3,20,201.181248
37.1,20,201.197821
37.1,20,201.21382
37.1,20,201.235554
37.3,20,201.252647
36.7,20,201.285553
37.1,20,201.320507
33.5,20,201.34675
37.5,20,201.376761
36.9,20,201.41509
36.9,20,201.448204
32.9,20,201.502445
37.3,20,201.556093
36.7,20,201.597413
38.1,20,201.633567
37.3,20,201.667022
36.9,20,202.995222
37.5,20,203.013725
38.3,20,203.031136
37.7,20,203.051453
36.5,20,203.06887
36.3,20,203.090412
38.1,20,203.113303
36.7,20,203.140665
38.3,20,203.166862
36.7,20,203.184282
36.9,20,203.202783
36.9,20,203.216925
36.7,20,203.235157
37.9,20,203.254157
36.3,20,203.28528
37.7,20,203.329013
37.3,20,203.37173
33.3,20,203.405529
36.9,20,203.432679
37.1,20,203.468106
38.5,20,203.482626
36.7,20,203.502506
37.1,20,203.532631
37.3,20,203.554656
36.7,20,203.574947
37.7,20,203.590848
37.9,20,203.606
33.1,20,203.62106
32.7,20,203.636427
37.1,20,203.65123
36.9,20,203.669274
37.1,20,203.68986
37.7,20,203.709285
36.9,20,203.729952
33.1,20,203.74499
33.7,20,203.759543
33.1,20,203.77489
37.9,20,203.795415
37.7,20,203.812657
36.7,20,203.827229
33.9,20,203.852635
36.5,20,203.867478
37.9,20,203.895117
37.7,20,203.912553
37.5,20,203.922801
37.7,20,203.942804
37.9,20,203.957052
36.7,20,203.970728
37.5,20,203.988467
37.9,20,204.003653
37.3,20,204.019644
36.9,20,205.052535
32.7,20,205.074139
37.3,20,205.092629
36.7,20,205.11322
37.9,20,205.13381
37.7,20,205.152465
36.5,20,205.172701
37.9,20,205.193128
37.1,20,205.2125
37.1,20,205.230722
37.3,20,205.251122
37.7,20,205.270762
36.7,20,205.291387
37.1,20,205.31718
36.7,20,205.352534
37.5,20,205.384439
33.3,20,205.420557
37.3,20,205.452615
37.1,20,205.482509
37.3,20,205.518265
36.7,20,205.53303
38.5,20,205.582873
38.3,20,205.608099
37.7,20,205.633018
37.7,20,205.654355
36.9,20,205.672549
33.9,20,205.69665
37.5,20,205.715988
37.1,20,205.732444
37.3,20,205.767017
37.5,20,205.782461
36.9,20,205.810672
36.5,20,205.832903
36.7,20,205.872734
36.5,20,205.91074
37.3,20,205.954127
36.7,20,205.981907
32.7,20,206.00255
36.7,20,206.029821
37.1,20,206.051086
37.5,20,206.068537
36.9,20,206.088507
37.5,20,206.110756
37.1,20,206.129815
37.9,20,206.147494
36.5,20,206.165668
37.7,20,206.184515
37.1,20,206.203517
36.9,20,206.22242
36.7,20,206.233298
37.1,20,206.252708
38.1,20,207.307982
37.1,20,207.326024
36.5,20,207.342626
36.9,20,207.368509
38.3,20,207.38907
37.3,20,207.413417
37.1,20,207.433309
36.7,20,207.465588
37.3,20,207.484608
37.3,20,207.508689
36.9,20,207.530619
37.3,20,207.546908
37.3,20,207.564077
37.1,20,207.578583
37.5,20,207.594066
37.3,20,207.607805
37.7,20,207.622675
37.1,20,207.638422
37.1,20,207.6534
36.9,20,207.66636
32.5,20,207.699703
37.1,20,207.713739
37.7,20,207.722805
36.7,20,207.742608
38.5,20,207.760512
33.1,20,207.779028
37.7,20,207.792686
36.9,20,207.807535
33.1,20,207.821421
34.1,20,207.832536
37.1,20,207.850463
38.5,20,207.864463
33.1,20,207.877945
36.7,20,207.892835
32.7,20,207.908713
36.7,20,207.925046
37.3,20,207.942447
38.5,20,207.963284
37.5,20,207.979923
33.3,20,207.997169
37.5,20,208.017597
36.3,20,208.03118
36.9,20,208.046704
37.7,20,208.056293
36.7,20,208.073223
38.3,20,208.090106
36.9,20,208.103986
37.3,20,208.121113
37.7,20,208.138885
37.1,20,208.154743
38.5,20,208.165998
37.1,20,209.035505
37.1,20,209.064169
37.1,20,209.093519
37.3,20,209.119441
37.3,20,209.137357
37.1,20,209.154269
38.1,20,209.173747
36.9,20,209.192704
38.5,20,209.211233
37.3,20,209.231656
38.5,20,209.250285
36.9,20,209.266667
36.9,20,209.28282
37.1,20,209.303951
37.1,20,209.315136
36.9,20,209.337475
37.3,20,209.356315
36.5,20,209.373851
37.5,20,209.387479
37.1,20,209.422605
37.5,20,209.441232
37.1,20,209.468067
37.9,20,209.491225
36.7,20,209.510977
38.1,20,209.536505
38.1,20,209.558883
36.7,20,209.579736
36.7,20,209.603554
33.1,20,209.619837
36.3,20,209.635744
37.5,20,209.652737
37.1,20,209.67141
36.7,20,209.689324
37.3,20,209.705528
38.1,20,209.7225
37.1,20,209.738301
37.1,20,209.753967
37.3,20,209.773901
37.3,20,209.791223
36.9,20,209.802397
32.9,20,209.822779
37.1,20,209.84075
37.1,20,209.857887
36.7,20,209.874265
37.1,20,209.896318
37.1,20,209.913953
38.5,20,209.932701
37.3,20,209.947357
37.7,20,209.968539
37.7,20,209.992567
37.3,20,210.014318
37.5,20,210.963614
38.1,20,210.983119
33.3,20,211.002807
37.3,20,211.022399
37.3,20,211.051273
38.3,20,211.076503
37.1,20,211.100256
37.7,20,211.120829
37.3,20,211.146227
36.1,20,211.16688
36.7,20,211.184419
36.5,20,211.196927
33.3,20,211.212531
37.5,20,211.232735
33.1,20,211.251513
38.1,20,211.26463
37.3,20,211.28426
37.7,20,211.30073
37.9,20,211.333092
36.9,20,211.350434
37.3,20,211.363486
37.3,20,211.385189
37.3,20,211.400795
36.9,20,211.41352
37.7,20,211.433151
38.1,20,211.448646
36.9,20,211.463469
37.3,20,211.478938
37.3,20,211.49312
33.1,20,211.502787
38.3,20,211.528342
37.3,20,211.546783
37.1,20,211.567388
37.1,20,211.590552
37.1,20,211.60796
34.1,20,211.626507
36.9,20,211.647617
37.7,20,211.665883
36.9,20,211.681585
37.3,20,211.697729
37.9,20,211.711318
37.3,20,211.725153
37.5,20,211.743796
33.1,20,211.75826
37.1,20,211.773718
38.5,20,211.792517
37.1,20,211.807827
36.9,20,211.823433
38.5,20,211.837663
36.5,20,211.853851
37.1,20,211.868886
37.1,20,211.883207
36.5,20,212.763527
37.5,20,212.787026
37.5,20,212.810058
33.9,20,212.830737
38.1,20,212.849602
36.1,20,212.871573
37.1,20,212.890974
37.1,20,212.909002
38.1,20,212.926773
36.9,20,212.947536
36.9,20,212.963552
36.7,20,212.979907
37.5,20,212.997152
33.9,20,213.013102
36.5,20,213.028807
38.5,20,213.046137
38.3,20,213.082976
32.7,20,213.102696
36.7,20,213.124419
33.1,20,213.146677
37.1,20,213.163669
38.5,20,213.19067
36.9,20,213.213382
37.7,20,213.230523
36.9,20,213.249117
36.7,20,213.264481
36.7,20,213.280012
37.1,20,213.296198
37.1,20,213.310824
37.1,20,213.326774
37.9,20,213.342451
36.9,20,213.357295
37.1,20,213.372725
33.7,20,213.387535
38.3,20,213.403766
37.5,20,213.418291
37.1,20,213.434899
38.1,20,213.449916
33.5,20,213.465363
37.3,20,213.480037
36.7,20,213.49261
33.3,20,213.508803
37.1,20,213.523679
32.9,20,213.53788
36.7,20,213.55291
36.9,20,213.567887
37.1,20,213.582834
37.1,20,213.599599
37.1,20,213.618445
37.3,20,213.635782
37.1,20,213.657753
37.1,20,214.499681
36.9,20,214.517136
36.9,20,214.534576
32.5,20,214.551064
37.7,20,214.571059
37.7,20,214.587858
37.1,20,214.607578
37.1,20,214.63476
36.1,20,214.660043
38.1,20,214.690911
37.3,20,214.715927
37.3,20,214.744445
33.1,20,214.773894
37.5,20,214.797486
37.1,20,214.815378
38.1,20,214.851566
37.3,20,214.863352
37.1,20,214.887897
37.5,20,214.907409
38.5,20,214.923423
36.9,20,214.937693
37.9,20,214.958548
37.3,20,214.974557
37.1,20,214.987897
37.3,20,215.0057
37.3,20,215.021058
36.5,20,215.032996
36.9,20,215.052629
37.1,20,215.067253
38.3,20,215.082525
37.1,20,215.099134
36.9,20,215.115119
37.3,20,215.129972
37.7,20,215.152628
38.1,20,215.170126
37.3,20,215.182753
37.1,20,215.213764
37.9,20,215.232868
37.1,20,215.251057
37.3,20,215.272782
36.9,20,215.28893
36.9,20,215.30409
37.3,20,215.318379
37.3,20,215.335058
37.3,20,215.350101
37.5,20,215.364275
38.1,20,215.380045
37.1,20,215.395184
36.7,20,215.402497
37.3,20,215.429231
38.5,20,215.443789
37.3,20,216.324797
36.5,20,216.347577
38.5,20,216.36606
36.5,20,216.383854
37.7,20,216.402391
37.3,20,216.419964
36.9,20,216.437723
37.3,20,216.456781
37.1,20,216.482475
37.5,20,216.509044
33.9,20,216.527567
38.1,20,216.542624
38.5,20,216.557491
36.9,20,216.577214
37.3,20,216.607466
37.1,20,216.627592
37.1,20,216.647464
37.3,20,216.664311
33.5,20,216.688876
38.5,20,216.709012
38.1,20,216.72945
33.3,20,216.751544
37.1,20,216.763265
37.7,20,216.79091
36.9,20,216.81454
37.7,20,216.832916
38.3,20,216.849398
36.9,20,216.863499
37.3,20,216.881475
37.1,20,216.89632
37.9,20,216.911024
36.9,20,216.93661
36.3,20,216.96022
37.1,20,216.981012
38.5,20,216.998061
37.5,20,217.012455
37.1,20,217.027698
38.1,20,217.042476
37.1,20,217.060488
36.9,20,217.076553
37.3,20,217.082819
37.9,20,217.111021
36.9,20,217.128487
37.7,20,217.144591
38.1,20,217.164002
37.3,20,217.185513
37.1,20,217.207853
37.9,20,217.231284
38.3,20,217.302844
36.7,20,217.376475
36.7,20,217.410949
37.3,20,218.686142
38.1,20,218.706024
37.3,20,218.733146
36.9,20,218.758968
36.9,20,218.790272
37.7,20,218.828421
36.7,20,218.861631
36.9,20,218.890851
38.5,20,218.917082
36.7,20,218.941778
38.3,20,218.9594
36.7,20,218.977567
38.5,20,218.996554
37.3,20,219.039026
36.9,20,219.052523
38.1,20,219.075061
36.3,20,219.092395
36.9,20,219.109406
33.9,20,219.126758
36.5,20,219.143847
36.3,20,219.164395
36.9,20,219.18618
38.1,20,219.203653
37.5,20,219.219857
36.9,20,219.243322
36.5,20,219.264573
38.1,20,219.283594
38.5,20,219.307553
38.1,20,219.327599
37.3,20,219.347858
37.7,20,219.362389
37.5,20,219.382591
37.1,20,219.392576
37.7,20,219.412515
37.1,20,219.432616
36.7,20,219.449119
38.1,20,219.462486
36.9,20,219.485029
36.7,20,219.501377
38.1,20,219.512831
37.5,20,219.527466
37.1,20,219.542672
37.1,20,219.557511
37.3,20,219.577575
37.1,20,219.592641
37.3,20,219.607518
38.1,20,219.617524
36.7,20,219.632664
38.3,20,219.644729
38.5,20,219.662638
36.9,20,219.678319
32.9,20,220.55256
37.5,20,220.578426
36.9,20,220.602582
37.3,20,220.626811
36.9,20,220.647558
37.1,20,220.667367
36.3,20,220.692761
36.1,20,220.720638
37.1,20,220.745156
37.1,20,220.778008
37.3,20,220.810498
37.7,20,220.849314
37.1,20,220.908005
36.9,20,220.940483
37.5,20,220.961419
37.1,20,220.983806
36.9,20,221.004236
37.7,20,221.024768
37.3,20,221.046615
38.3,20,221.068808
37.5,20,221.090917
38.5,20,221.111014
37.5,20,221.132688
37.1,20,221.14959
38.1,20,221.165916
37.3,20,221.185479
37.9,20,221.202741
38.5,20,221.222713
38.5,20,221.242816
37.7,20,221.260304
36.9,20,221.281716
38.5,20,221.302648
37.5,20,221.33561
36.9,20,221.372266
38.5,20,221.401015
36.7,20,221.424442
38.3,20,221.441705
36.9,20,221.459146
36.7,20,221.476109
36.7,20,221.493041
37.3,20,221.509704
38.1,20,221.529166
36.7,20,221.547818
37.9,20,221.565409
37.3,20,221.58243
38.5,20,221.600185
38.5,20,221.614227
37.3,20,221.637027
38.5,20,221.655409
37.5,20,221.672645
37.5,20,221.691199
36.9,20,221.708541
36.9,20,222.888109
36.5,20,222.913873
38.5,20,222.939908
36.7,20,222.972536
38.1,20,222.992505
37.5,20,223.024122
38.5,20,223.0525
37.7,20,223.072441
38.1,20,223.098517
37.9,20,223.118186
38.5,20,223.172635
38.5,20,223.194243
38.5,20,223.218626
38.5,20,223.242744
38.1,20,223.264516
37.5,20,223.285714
38.5,20,223.302522
36.9,20,223.342496
37.1,20,223.376378
37.9,20,223.413072
37.3,20,223.448357
37.1,20,223.482566
36.5,20,223.51725
38.1,20,223.548987
38.1,20,223.570941
37.7,20,223.592811
38.1,20,223.612207
37.3,20,223.634009
38.5,20,223.65327
37.7,20,223.668594
37.3,20,223.686109
33.5,20,223.710559
37.9,20,223.729814
37.1,20,223.746938
33.3,20,223.763567
36.9,20,223.779585
33.5,20,223.795606
36.5,20,223.812578
37.3,20,223.833982
37.7,20,223.856447
37.7,20,223.876536
37.5,20,223.896528
37.3,20,223.921768
37.3,20,223.942588
38.3,20,223.962549
37.1,20,223.98265
37.9,20,223.992863
38.3,20,224.017167
37.7,20,224.032854
37.7,20,224.048554
38.5,20,224.064425
38.1,20,224.930059
37.7,20,224.956378
38.5,20,224.982511
37.3,20,225.002593
34.5,20,225.02752
37.1,20,225.046773
37.3,20,225.064604
37.5,20,225.084541
36.9,20,225.100174
37.9,20,225.142372
37.3,20,225.159969
38.5,20,225.17595
36.9,20,225.192774
36.5,20,225.212519
37.5,20,225.228682
36.9,20,225.244608
38.1,20,225.256523
38.1,20,225.27282
33.7,20,225.28892
29.3,20,225.308172
38.3,20,225.322532
37.3,20,225.338393
38.1,20,225.356389
34.3,20,225.372494
37.3,20,225.389149
37.1,20,225.408425
33.3,20,225.432619
36.9,20,225.451705
38.5,20,225.474324
37.5,20,225.497247
37.9,20,225.512716
36.7,20,225.523645
36.9,20,225.542376
38.5,20,225.562661
37.1,20,225.572758
36.7,20,225.592873
37.9,20,225.610125
37.3,20,225.622509
37.3,20,225.634407
28.3,20,225.65265
37.3,20,225.665831
37.1,20,225.683701
33.3,20,225.700315
37.9,20,225.71581
36.9,20,225.730968
37.3,20,225.745506
37.3,20,225.762979
37.7,20,225.779619
37.3,20,225.794508
37.3,20,225.807225
37.3,20,225.822407
38.1,20,226.754513
37.5,20,226.770565
37.1,20,226.788495
37.7,20,226.802627
36.7,20,226.830805
37.1,20,226.852535
37.3,20,226.874675
37.1,20,226.905374
37.1,20,226.950843
37.7,20,226.977317
38.5,20,227.002603
38.5,20,227.022595
37.7,20,227.042773
37.5,20,227.05948
37.3,20,227.072577
33.3,20,227.092499
37.1,20,227.104835
38.1,20,227.122484
37.7,20,227.142571
37.3,20,227.157486
37.7,20,227.172402
38.1,20,227.189894
33.5,20,227.202775
36.9,20,227.216564
38.5,20,227.237509
36.9,20,227.252846
37.3,20,227.268315
37.7,20,227.282624
37.1,20,227.298444
36.7,20,227.312734
36.9,20,227.329047
37.9,20,227.342756
37.9,20,227.358566
38.5,20,227.37434
37.1,20,227.382461
36.9,20,227.406257
38.5,20,227.427104
36.9,20,227.445826
36.9,20,227.472443
38.5,20,227.490358
37.5,20,227.50238
36.9,20,227.524557
36.9,20,227.544858
36.9,20,227.552555
37.1,20,227.572723
36.5,20,227.590621
37.9,20,227.602574
38.1,20,227.612446
37.1,20,227.632479
37.1,20,227.642385
38.5,20,227.66265
38.5,20,228.401886
33.7,20,228.419689
37.3,20,228.441292
36.5,20,228.462404
37.7,20,228.486647
37.3,20,228.506532
38.5,20,228.532592
37.1,20,228.571129
37.9,20,228.59098
37.3,20,228.602387
38.5,20,228.622326
38.5,20,228.635031
38.5,20,228.647549
38.5,20,228.66367
37.5,20,228.679606
37.3,20,228.695297
36.9,20,228.703766
34.5,20,228.72506
34.1,20,228.739617
37.3,20,228.752647
38.5,20,228.772507
33.5,20,228.790173
37.1,20,228.802435
36.9,20,228.812832
37.7,20,228.832596
37.1,20,228.842485
37.7,20,228.862453
36.9,20,228.87726
36.3,20,228.892553
38.3,20,228.909933
36.5,20,228.927678
38.5,20,228.942797
38.1,20,228.962737
37.9,20,228.972569
36.7,20,229.002825
38.1,20,229.016138
38.1,20,229.032754
37.1,20,229.052636
36.9,20,229.064146
37.1,20,229.089107
37.3,20,229.102443
38.5,20,229.117652
37.7,20,229.132702
36.7,20,229.144306
37.7,20,229.162744
37.7,20,229.175947
37.1,20,229.187539
38.1,20,229.202775
37.3,20,229.212641
38.5,20,229.232434
38.5,20,229.24276
37.3,20,230.090533
36.7,20,230.112515
37.7,20,230.131016
37.5,20,230.15256
37.5,20,230.180881
37.9,20,230.202411
37.3,20,230.237524
36.9,20,230.256517
37.3,20,230.274392
37.1,20,230.295042
38.5,20,230.312723
38.1,20,230.332855
36.9,20,230.348009
36.9,20,230.365032
38.5,20,230.383162
37.7,20,230.398117
37.7,20,230.41528
37.3,20,230.433155
38.5,20,230.45261
37.3,20,230.475051
38.5,20,230.493549
38.1,20,230.512345
36.3,20,230.53776
38.1,20,230.556879
36.5,20,230.580572
36.9,20,230.593912
36.9,20,230.612719
38.5,20,230.622489
37.1,20,230.642769
37.1,20,230.662624
37.3,20,230.672443
38.5,20,230.694119
37.7,20,230.709278
37.5,20,230.727065
36.9,20,230.74271
37.1,20,230.752784
38.1,20,230.772634
37.1,20,230.786741
33.7,20,230.802532
36.9,20,230.817847
38.3,20,230.832713
38.5,20,230.847682
37.7,20,230.862815
37.5,20,230.87259
38.5,20,230.888311
37.1,20,230.904463
37.3,20,230.920617
37.3,20,230.932654
36.7,20,230.947462
36.9,20,230.962424
37.1,20,230.982471
36.9,20,230.999998
37.1,20,231.80264
38.5,20,231.820696
38.5,20,231.841115
37.1,20,231.866865
38.1,20,231.90831
37.1,20,231.930511
38.5,20,231.950987
37.3,20,231.9624
37.7,20,231.992592
38.5,20,232.012405
37.3,20,232.032466
38.1,20,232.055949
37.7,20,232.07302
38.1,20,232.09575
38.5,20,232.116627
36.9,20,232.135274
37.1,20,232.151165
37.1,20,232.167271
37.3,20,232.182476
37.5,20,232.198434
32.9,20,232.214453
36.7,20,232.232586
36.9,20,232.246693
37.5,20,232.262521
36.9,20,232.278581
36.9,20,232.292404
36.9,20,232.305596
36.3,20,232.322565
36.7,20,232.332607
38.1,20,232.356743
37.3,20,232.376311
38.1,20,232.392557
37.1,20,232.405663
36.9,20,232.422442
37.5,20,232.432692
37.3,20,232.442782
36.9,20,232.467628
37.7,20,232.482564
36.9,20,232.50113
36.9,20,232.522626
36.7,20,232.53258
36.7,20,232.562394
38.1,20,232.574786
37.3,20,232.596168
37.3,20,232.620704
38.5,20,232.6326
37.1,20,232.652682
38.1,20,232.662678
38.5,20,232.68245
36.7,20,232.699185
37.5,20,232.712351
36.7,20,233.522462
37.5,20,233.545712
38.1,20,233.562759
29.1,20,233.618575
37.1,20,233.642643
38.5,20,233.662627
37.3,20,233.692793
37.3,20,233.711787
37.7,20,233.72946
38.1,20,233.745336
38.1,20,233.762442
38.3,20,233.778379
37.1,20,233.794276
33.3,20,233.807864
37.5,20,233.822561
37.5,20,233.837622
38.5,20,233.857475
38.5,20,233.872403
37.3,20,233.887818
36.5,20,233.902728
38.5,20,233.912587
36.7,20,233.932601
38.1,20,233.94262
37.7,20,233.962377
37.7,20,233.972643
37.7,20,233.992542
37.9,20,234.002735
37.1,20,234.029399
37.1,20,234.042623
36.5,20,234.065083
36.9,20,234.08263
38.1,20,234.102468
37.7,20,234.122567
37.7,20,234.138778
38.5,20,234.152668
38.1,20,234.172623
37.1,20,234.192388
36.7,20,234.202766
38.3,20,234.222734
37.1,20,234.232621
37.1,20,234.252419
37.1,20,234.270502
38.1,20,234.282688
38.5,20,234.298518
37.3,20,234.312455
37.1,20,234.327473
36.9,20,234.342432
37.1,20,234.357485
37.3,20,234.372505
38.1,20,234.38779
37.1,20,234.402593
37.3,20,235.430714
37.7,20,235.452511
38.3,20,235.498737
36.9,20,235.520405
37.7,20,235.539232
37.1,20,235.569152
38.5,20,235.592439
37.3,20,235.620721
37.1,20,235.642601
33.5,20,235.66632
38.1,20,235.682585
36.3,20,235.708417
37.7,20,235.727143
33.3,20,235.744172
38.5,20,235.760106
38.5,20,235.776215
38.5,20,235.799031
37.9,20,235.820989
37.5,20,235.842676
36.9,20,235.864179
38.1,20,235.886734
38.5,20,235.902467
37.1,20,235.929381
36.7,20,235.947029
38.1,20,235.970138
38.1,20,235.997426
38.5,20,236.019123
38.5,20,236.044388
38.5,20,236.074358
