#{"t_start": 1743683711.9150567, "env_id": "None"}
r,l,t
23.1,20,42.648205
24.1,20,42.664625
27.9,20,42.679642
28.9,20,42.695852
31.5,20,42.711528
30.5,20,42.729285
30.1,20,42.744093
31.9,20,42.759734
36.1,20,42.773978
32.3,20,42.789442
35.3,20,42.803847
33.9,20,42.819314
29.7,20,42.833974
31.3,20,42.849627
22.9,20,43.879519
31.7,20,43.906619
31.7,20,43.928877
33.7,20,43.953367
24.1,20,43.977473
29.3,20,44.00964
32.7,20,44.037958
26.7,20,44.063583
31.5,20,44.096925
33.1,20,44.111382
29.3,20,44.14479
31.1,20,44.161269
27.7,20,44.177945
23.3,20,44.194592
21.1,20,44.217106
27.9,20,44.234579
31.5,20,44.238542
31.7,20,44.254355
25.3,20,44.270336
32.7,20,44.302408
34.5,20,44.318252
24.7,20,44.334237
28.9,20,44.377687
32.9,20,44.396784
35.1,20,44.421569
23.7,20,44.443129
21.1,20,44.459288
36.1,20,44.477765
23.5,20,44.496122
28.9,20,44.504648
35.9,20,44.535012
31.1,20,44.558115
32.9,20,44.574635
19.9,20,44.598832
32.9,20,44.616687
36.1,20,44.630617
31.3,20,44.648606
28.5,20,44.662181
33.3,20,44.678136
28.3,20,44.693904
32.5,20,44.710051
34.9,20,44.725734
35.3,20,44.741415
33.1,20,44.75962
33.1,20,44.775592
29.3,20,44.78944
30.9,20,44.808573
36.1,20,44.822208
23.9,20,44.836574
19.1,20,44.852403
20.5,20,44.870136
30.9,20,45.689462
30.5,20,45.712189
32.1,20,45.729602
34.7,20,45.748174
29.1,20,45.765154
23.3,20,45.78523
20.1,20,45.801965
34.1,20,45.820131
28.7,20,45.839935
32.1,20,45.86142
34.7,20,45.878152
34.7,20,45.894654
34.9,20,45.910133
35.1,20,45.925955
32.5,20,45.941527
44.1,19,45.956251
33.5,20,45.971141
29.5,20,45.987082
29.1,20,46.002091
28.9,20,46.022784
31.5,20,46.041237
31.9,20,46.088902
24.3,7,46.096991
27.9,20,46.116107
36.5,20,46.142243
36.5,20,46.159228
33.9,20,46.174846
34.9,20,46.190457
35.5,20,46.206585
32.5,20,46.222127
29.1,20,46.236578
33.5,20,46.254616
28.3,20,46.269268
34.9,20,46.284274
30.7,20,46.287859
24.1,20,46.303182
22.9,20,46.324142
32.7,20,46.34333
32.5,20,46.350356
29.7,20,46.366472
36.7,20,46.382595
31.1,20,46.401652
28.1,20,46.416439
28.1,20,46.429095
30.9,20,46.449834
32.5,20,46.454575
23.5,20,46.479283
29.7,20,46.485337
33.1,20,46.507549
32.7,20,46.533863
29.9,20,46.545519
23.1,20,46.572198
30.1,20,47.895353
34.7,20,47.928004
35.3,20,47.957474
28.3,20,47.990233
36.9,20,48.011952
33.5,20,48.046241
35.9,20,48.083934
31.5,20,48.112986
28.1,20,48.162129
30.7,20,48.189396
26.9,20,48.236158
29.1,20,48.266802
24.9,20,48.297546
34.1,20,48.322164
36.1,20,48.355461
35.9,20,48.378746
34.9,20,48.400496
32.3,20,48.420996
35.9,20,48.441127
34.7,20,48.46606
33.1,20,48.521124
37.3,20,48.542111
25.7,20,48.562885
34.9,20,48.586514
36.7,20,48.613743
34.5,20,48.641624
28.9,20,48.662663
31.9,20,48.689251
36.1,20,48.707848
23.3,20,48.731266
32.5,20,48.746998
24.7,20,48.771581
30.9,20,48.798753
32.3,20,48.810437
34.7,20,48.841974
32.5,20,48.862577
31.5,20,48.902432
35.9,20,48.942105
33.9,20,48.96772
27.9,20,48.987077
28.5,20,49.009044
33.1,20,49.027534
33.1,20,49.053358
33.1,20,49.077005
31.5,20,49.104398
27.1,20,49.142312
28.5,20,49.174676
28.7,20,49.204984
33.5,20,49.234723
31.5,20,49.254885
31.1,20,49.272675
36.7,20,50.490661
31.5,20,50.510211
32.9,20,50.535967
35.3,20,50.562895
18.5,20,50.582472
37.1,20,50.602402
27.9,20,50.621428
30.9,20,50.642348
36.5,20,50.672457
23.3,20,50.694909
33.9,20,50.720115
33.1,20,50.737639
35.5,20,50.762581
34.7,20,50.782349
36.9,20,50.79886
29.3,20,50.81478
34.7,20,50.832481
31.9,20,50.84909
34.3,20,50.866676
35.3,20,50.908258
36.1,20,50.925582
20.5,20,50.945607
28.9,20,50.968688
35.3,20,50.98496
28.1,20,51.002742
35.9,20,51.019641
30.5,20,51.03636
27.9,20,51.05518
33.3,20,51.079391
32.9,20,51.100133
28.7,20,51.123738
35.7,20,51.145313
36.5,20,51.175524
22.5,20,51.200363
28.7,20,51.229719
36.9,20,51.252423
35.7,20,51.282299
18.5,20,51.305057
36.9,20,51.331001
28.5,20,51.350966
32.7,20,51.371772
32.7,20,51.38595
28.5,20,51.402345
35.9,20,51.422665
36.7,20,51.442679
32.7,20,51.452486
35.7,20,51.472438
33.3,20,51.492697
36.1,20,51.512822
31.1,20,51.53005
36.1,20,51.54634
31.3,20,52.524589
35.7,20,52.544605
29.3,20,52.565118
32.9,20,52.59245
28.5,20,52.612781
28.9,20,52.632521
30.9,20,52.655184
29.9,20,52.683924
34.7,20,52.71234
35.7,20,52.741364
33.1,20,52.762502
35.7,20,52.792561
28.9,20,52.814602
34.3,20,52.842875
36.9,20,52.862502
35.7,20,52.872518
32.7,20,52.892749
34.9,20,52.912567
31.9,20,52.967741
31.5,20,52.986855
36.3,20,53.006442
28.9,20,53.022882
36.3,20,53.043186
35.9,20,53.062634
36.1,20,53.080862
29.5,20,53.092609
35.5,20,53.11268
28.3,20,53.130292
36.7,20,53.147738
36.1,20,53.162672
28.3,20,53.182741
37.1,20,53.202681
21.9,20,53.22278
33.1,20,53.242533
29.3,20,53.284715
30.7,20,53.309983
34.7,20,53.332807
32.7,20,53.355153
35.7,20,53.372751
36.3,20,53.386346
36.1,20,53.405121
36.7,20,53.422304
31.1,20,53.442335
37.1,20,53.459214
28.3,20,53.476666
32.9,20,53.492729
32.3,20,53.506143
28.7,20,53.522675
30.9,20,53.538965
36.1,20,53.552552
23.9,20,53.562727
32.1,20,54.470601
36.9,20,54.488563
28.7,20,54.504803
31.9,20,54.52072
34.5,20,54.53858
35.1,20,54.557473
31.5,20,54.577234
36.1,20,54.592636
23.7,20,54.612465
36.3,20,54.626314
32.3,20,54.642293
33.3,20,54.664568
32.3,20,54.6804
37.1,20,54.694727
28.9,20,54.712487
36.3,20,54.732658
32.7,20,54.752542
32.5,20,54.881159
30.7,20,54.902536
27.1,20,54.920052
28.1,20,54.937347
31.3,20,54.955623
25.5,20,54.971768
32.7,20,54.989797
25.1,20,55.007113
29.1,20,55.023828
30.9,20,55.041556
35.5,20,55.057738
36.9,20,55.072746
35.5,20,55.08268
28.9,20,55.104234
28.9,20,55.118828
32.5,20,55.139977
32.3,20,55.160851
24.1,20,55.18073
32.1,20,55.200922
32.1,20,55.221202
25.9,20,55.232564
35.9,20,55.263442
27.1,20,55.28478
28.1,20,55.30578
36.9,20,55.337136
37.3,20,55.360541
35.7,20,55.382486
32.7,20,55.406864
31.7,20,55.425922
35.9,20,55.444132
36.5,20,55.466428
35.5,20,55.48601
36.1,20,55.50591
35.9,20,55.522633
23.1,20,56.610669
31.3,20,56.634308
36.9,20,56.652635
32.1,20,56.672604
31.9,20,56.698745
29.1,20,56.720601
32.3,20,56.747363
31.9,20,56.770283
36.9,20,56.799331
28.9,20,56.826419
32.9,20,56.848705
36.7,20,56.884307
34.7,20,56.910891
35.5,20,56.932539
35.9,20,56.956641
28.3,20,56.974715
28.3,20,57.0126
28.1,20,57.030798
36.7,20,57.042511
32.5,20,57.062405
36.5,20,57.082756
36.9,20,57.092705
31.9,20,57.112482
32.3,20,57.132319
28.5,20,57.142637
36.1,20,57.164709
36.5,20,57.182796
36.1,20,57.192587
34.7,20,57.21267
36.9,20,57.232669
35.3,20,57.24989
34.5,20,57.265526
33.3,20,57.282336
35.3,20,57.299506
36.5,20,57.321674
35.9,20,57.342378
36.3,20,57.366469
35.9,20,57.382664
36.1,20,57.409624
33.5,20,57.424244
33.1,20,57.442613
32.3,20,57.462785
31.9,20,57.47278
35.5,20,57.494093
31.3,20,57.50478
34.7,20,57.522284
29.5,20,57.542382
31.9,20,57.554377
28.9,20,57.573005
21.5,5,57.573005
32.9,20,57.593524
36.1,20,57.610303
29.1,20,58.422678
23.9,20,58.456588
31.1,20,58.472738
32.9,20,58.494862
33.9,20,58.516916
32.7,20,58.536104
34.7,20,58.554383
28.3,20,58.577512
35.5,20,58.598819
28.9,20,58.614573
28.7,20,58.636348
31.1,20,58.652555
32.9,20,58.667343
30.9,20,58.682365
30.7,20,58.712382
36.3,20,58.736492
31.7,20,58.756375
24.1,20,58.772559
35.9,20,58.788457
35.5,20,58.80643
31.3,20,58.822672
34.5,20,58.847876
32.3,20,58.867277
32.7,20,58.88685
32.1,20,58.902524
36.5,20,58.922688
32.1,20,58.950041
36.1,20,58.97256
34.9,20,58.98263
35.3,20,59.002561
36.1,20,59.012589
32.5,20,59.036375
32.9,20,59.053502
37.1,20,59.06238
28.1,20,59.082444
23.9,20,59.092754
32.1,20,59.112597
32.7,20,59.122333
37.3,20,59.1428
36.3,20,59.154563
36.3,20,59.172568
37.1,20,59.192336
29.5,20,59.20249
31.7,20,59.222605
30.1,20,59.246286
32.3,20,59.270251
35.7,20,59.290718
34.7,20,59.302522
35.7,20,59.3303
34.7,20,59.354782
31.5,20,59.37819
29.1,20,59.402665
31.5,20,60.302994
28.3,20,60.324691
33.9,20,60.350834
32.9,20,60.373688
36.1,20,60.403183
36.7,20,60.421179
35.5,20,60.452957
31.5,20,60.481301
35.9,20,60.498917
24.9,20,60.523391
31.5,20,60.54026
35.7,20,60.559229
34.9,20,60.602979
27.3,20,60.609822
34.1,20,60.641231
32.1,20,60.656983
32.3,20,60.6727
27.9,20,60.690834
36.5,20,60.704151
36.9,20,60.720138
34.7,20,60.738665
34.5,20,60.755925
35.9,20,60.76888
36.9,20,60.784397
25.1,20,60.802665
34.9,20,60.816317
27.1,20,60.832356
35.3,20,60.848108
35.7,20,60.863802
36.7,20,60.881978
36.9,20,60.909414
28.5,20,60.945245
34.3,20,60.973724
37.3,20,60.998679
33.5,20,61.021575
35.3,20,61.039163
36.9,20,61.053748
32.3,20,61.069555
36.1,20,61.085657
29.1,20,61.101625
34.5,20,61.119823
35.5,20,61.139118
31.1,20,61.149633
23.5,20,61.170657
35.9,20,61.181252
36.3,20,61.196971
36.3,20,61.212633
36.1,20,61.231082
34.9,20,61.244314
36.3,20,61.260151
33.1,20,61.277575
29.3,20,62.31206
31.3,20,62.337078
36.1,20,62.361694
35.5,20,62.38221
35.5,20,62.413225
35.3,20,62.446251
34.9,20,62.484317
36.9,20,62.512454
32.3,20,62.534969
36.1,20,62.560028
36.5,20,62.583306
37.1,20,62.631506
25.3,20,62.64237
32.5,20,62.668325
33.1,20,62.68449
37.5,20,62.700207
35.7,20,62.715993
37.1,20,62.739616
37.3,20,62.758858
32.3,20,62.777945
36.3,20,62.798636
29.5,20,62.810448
32.9,20,62.83024
23.3,20,62.856492
35.7,20,62.873955
28.9,20,62.892187
33.3,20,62.912828
36.9,20,62.93306
28.3,20,62.960226
35.9,20,62.984057
36.7,20,63.006198
32.9,20,63.028885
28.3,20,63.05989
35.3,20,63.083437
31.5,20,63.10384
36.5,20,63.108181
33.3,20,63.13916
32.5,20,63.156858
28.7,20,63.17569
35.1,20,63.197988
37.1,20,63.226968
34.9,20,63.253121
31.5,20,63.282287
34.5,20,63.308435
28.7,20,63.331115
31.1,20,63.356843
36.5,20,63.384349
29.3,20,63.406758
35.5,20,63.429357
36.9,20,63.456921
30.9,20,63.479997
33.1,20,64.472992
28.3,20,64.500128
36.7,20,64.529178
37.3,20,64.547079
36.5,20,64.578594
32.3,20,64.599046
31.7,20,64.613248
32.3,20,64.635078
32.5,20,64.65606
36.9,20,64.67315
36.3,20,64.715656
36.5,20,64.733119
24.9,20,64.751273
36.5,20,64.773155
36.5,20,64.783105
36.7,20,64.803095
36.5,20,64.823169
32.3,20,64.837208
36.1,20,64.855118
31.9,20,64.873163
33.3,20,64.882925
36.9,20,64.903119
32.7,20,64.918118
28.5,20,64.935238
31.5,20,64.953418
36.1,20,64.973264
37.1,20,64.993018
36.9,20,65.013318
37.1,20,65.033026
35.3,20,65.06341
36.9,20,65.086453
32.5,20,65.114981
32.3,20,65.141694
36.7,20,65.164954
32.5,20,65.18733
36.7,20,65.212287
37.1,20,65.228362
31.9,20,65.247244
33.9,20,65.263384
36.7,20,65.275763
37.1,20,65.293348
36.7,20,65.30766
32.5,20,65.323252
32.1,20,65.390384
32.3,20,65.411803
28.5,20,65.423012
34.7,20,65.443037
32.7,20,65.453153
36.9,20,65.479307
36.7,20,65.504566
36.9,20,65.524188
36.1,20,66.287204
35.5,20,66.303123
37.3,20,66.313134
32.5,20,66.337415
37.3,20,66.357441
28.1,20,66.378801
32.9,20,66.39542
35.9,20,66.413416
36.7,20,66.433313
28.7,20,66.493048
36.3,20,66.516731
32.1,20,66.544423
33.1,20,66.573977
35.7,20,66.596251
35.9,20,66.616198
35.9,20,66.633146
28.7,20,66.648544
37.5,20,66.665231
25.7,20,66.681058
36.5,20,66.697105
33.5,20,66.713246
36.9,20,66.726379
32.5,20,66.744888
27.7,20,66.758302
36.5,20,66.77407
36.9,20,66.789838
35.5,20,66.808275
32.7,20,66.823278
35.9,20,66.83943
31.7,20,66.853415
24.1,20,66.869153
35.3,20,66.884846
33.1,20,66.893348
32.5,20,66.913122
35.5,20,66.923197
36.7,20,66.943284
31.5,20,66.953311
35.9,20,66.973132
37.1,20,66.993199
36.9,20,67.012989
36.9,20,67.033356
36.5,20,67.055392
35.9,20,67.072376
36.5,20,67.093172
32.1,20,67.123185
32.5,20,67.143245
36.5,20,67.163375
36.3,20,67.183402
31.9,20,67.203072
33.3,20,67.216868
33.1,20,67.233391
37.1,20,68.104978
28.5,20,68.135032
36.7,20,68.15281
36.5,20,68.170548
32.3,20,68.188546
33.1,20,68.204957
36.5,20,68.225123
36.7,20,68.24294
32.3,20,68.29332
37.1,20,68.312959
36.5,20,68.327046
37.1,20,68.349874
29.1,20,68.367887
37.3,20,68.383064
36.5,20,68.402366
32.3,20,68.418374
34.7,20,68.433337
29.3,20,68.448161
36.3,20,68.463177
32.3,20,68.483031
32.9,20,68.501041
36.3,20,68.517002
36.9,20,68.53338
36.9,20,68.564164
36.3,20,68.580861
28.9,20,68.59876
34.5,20,68.623698
36.1,20,68.643341
35.1,20,68.660347
36.5,20,68.676249
33.5,20,68.693293
33.3,20,68.708195
35.9,20,68.724052
31.1,20,68.739742
35.7,20,68.755851
35.7,20,68.778095
37.5,20,68.79311
32.5,20,68.80338
36.1,20,68.82302
35.1,20,68.841296
36.9,20,68.858298
36.7,20,68.873071
31.5,20,68.883169
35.5,20,68.903348
36.7,20,68.920725
35.7,20,68.93537
35.3,20,68.948624
30.7,20,68.963223
33.5,20,68.978176
36.7,20,68.99435
32.7,20,69.013
37.3,20,69.036909
36.5,20,69.81135
37.1,20,69.828409
36.5,20,69.845028
32.7,20,69.86111
28.7,20,69.873127
35.9,20,69.89335
35.5,20,69.933384
32.5,20,69.950263
35.5,20,69.972144
36.7,20,70.010499
36.7,20,70.045239
36.5,20,70.062917
35.5,20,70.08314
37.5,20,70.106037
35.1,20,70.133008
32.9,20,70.150317
35.3,20,70.173059
34.7,20,70.190054
31.9,20,70.203109
36.7,20,70.222912
36.7,20,70.233061
37.3,20,70.255201
31.1,20,70.26478
34.7,20,70.283383
36.5,20,70.296582
35.9,20,70.313232
37.1,20,70.332151
35.7,20,70.348555
32.7,20,70.36486
32.5,20,70.375278
37.1,20,70.396474
32.5,20,70.410996
36.7,20,70.423074
32.1,20,70.439549
31.7,20,70.453278
37.1,20,70.469362
36.3,20,70.485164
35.3,20,70.498351
28.7,20,70.513994
36.7,20,70.529889
36.9,20,70.543025
33.9,20,70.564416
32.9,20,70.583153
35.9,20,70.605192
32.7,20,70.615288
32.7,20,70.643089
36.1,20,70.661258
35.9,20,70.675083
36.1,20,70.690988
33.3,20,70.706854
37.5,20,70.713396
36.1,20,71.506487
35.9,20,71.524957
33.1,20,71.548226
36.5,20,71.572986
33.7,20,71.597891
36.7,20,71.658494
36.5,20,71.690451
37.1,20,71.706123
32.5,20,71.725301
36.9,20,71.745405
36.1,20,71.763179
36.3,20,71.781441
36.7,20,71.79917
36.3,20,71.815034
31.3,20,71.830906
33.9,20,71.846828
36.7,20,71.86301
36.5,20,71.879046
36.3,20,71.892979
32.3,20,71.908015
35.5,20,71.923398
37.3,20,71.933327
32.9,20,71.953236
32.9,20,71.968258
35.3,20,71.985701
36.5,20,72.003146
31.3,20,72.015772
31.3,20,72.033064
35.9,20,72.04802
36.5,20,72.062926
32.3,20,72.088775
35.5,20,72.103051
35.3,20,72.127102
33.5,20,72.146905
37.1,20,72.163084
36.1,20,72.183209
35.7,20,72.205091
36.9,20,72.213333
36.7,20,72.232924
36.7,20,72.243421
32.3,20,72.263229
36.1,20,72.273232
36.7,20,72.292944
35.7,20,72.307439
36.9,20,72.323395
31.9,20,72.339186
36.1,20,72.354319
28.5,20,72.370858
36.1,20,72.385698
32.5,20,72.400993
31.5,20,72.413115
36.7,20,73.248887
36.5,20,73.263048
33.1,20,73.285073
35.5,20,73.303076
36.9,20,73.350152
37.3,20,73.376864
37.5,20,73.396148
32.9,20,73.413957
36.1,20,73.428278
36.5,20,73.448021
37.1,20,73.462976
36.7,20,73.48343
36.7,20,73.499508
34.5,20,73.516723
33.1,20,73.53332
36.9,20,73.549165
37.1,20,73.565418
36.1,20,73.5848
36.3,20,73.605205
36.3,20,73.622995
36.7,20,73.643047
31.5,20,73.66302
35.7,20,73.683278
37.1,20,73.713373
36.9,20,73.735318
32.1,20,73.742922
36.7,20,73.768574
36.1,20,73.784342
32.3,20,73.803169
35.7,20,73.81933
36.5,20,73.835258
36.9,20,73.853504
35.9,20,73.863077
28.1,20,73.887742
36.9,20,73.902956
31.9,20,73.913342
37.1,20,73.933229
28.5,20,73.945101
33.3,20,73.965211
36.5,20,73.977062
36.3,20,73.992989
36.3,20,74.00912
36.7,20,74.02508
32.7,20,74.040942
35.9,20,74.05663
36.3,20,74.063108
36.9,20,74.08314
36.3,20,74.103152
35.3,20,74.119949
36.5,20,74.139038
27.7,20,74.162979
36.3,20,74.981154
36.5,20,74.997242
36.9,20,75.013068
36.7,20,75.064837
36.7,20,75.086356
35.1,20,75.106454
36.5,20,75.130332
32.7,20,75.154407
36.7,20,75.183156
32.7,20,75.207332
32.9,20,75.223343
32.9,20,75.250167
37.7,20,75.272327
36.7,20,75.287837
36.9,20,75.304917
36.5,20,75.320977
34.9,20,75.338483
37.1,20,75.354647
32.9,20,75.372092
36.3,20,75.390804
35.9,20,75.408356
32.5,20,75.425641
32.3,20,75.435025
32.5,20,75.454634
35.9,20,75.473267
35.5,20,75.492114
37.1,20,75.508374
37.1,20,75.524835
36.1,20,75.537143
36.7,20,75.558497
34.3,20,75.573237
36.9,20,75.588055
36.7,20,75.603167
33.1,20,75.616337
36.5,20,75.639055
35.7,20,75.654745
36.5,20,75.677246
36.5,20,75.698813
37.1,20,75.712907
35.9,20,75.73931
36.5,20,75.759134
36.3,20,75.777098
31.9,20,75.793407
32.5,20,75.809152
36.9,20,75.823291
32.9,20,75.83795
36.1,20,75.855216
36.7,20,75.871056
27.9,20,75.885034
35.9,20,75.901157
36.3,20,75.913297
32.1,20,76.775734
36.3,20,76.80295
32.5,20,76.853147
32.7,20,76.875219
36.1,20,76.89469
36.7,20,76.913274
36.7,20,76.926633
36.3,20,76.948037
37.5,20,76.967184
35.3,20,76.983289
32.5,20,76.998322
36.9,20,77.013015
34.3,20,77.032934
36.9,20,77.043339
36.3,20,77.063308
36.7,20,77.082931
35.7,20,77.093282
36.1,20,77.113016
37.3,20,77.123086
31.3,20,77.143313
31.5,20,77.156523
32.9,20,77.181275
37.1,20,77.201607
36.5,20,77.221216
36.3,20,77.245172
36.9,20,77.263093
36.1,20,77.274619
36.7,20,77.293072
36.7,20,77.313366
35.7,20,77.333123
31.3,20,77.351863
36.7,20,77.368401
32.7,20,77.383131
36.5,20,77.399872
36.5,20,77.415143
35.9,20,77.423194
36.7,20,77.442964
36.7,20,77.456742
31.9,20,77.472978
36.7,20,77.483195
37.5,20,77.505366
36.5,20,77.521464
28.7,20,77.535205
36.7,20,77.54593
37.3,20,77.564758
36.9,20,77.582127
36.7,20,77.595226
36.3,20,77.61908
27.5,20,77.633118
32.1,20,77.643082
37.1,20,77.663251
36.7,20,77.683165
32.9,20,78.668638
35.9,20,78.691305
36.5,20,78.72064
35.9,20,78.755897
33.1,20,78.789477
36.9,20,78.820551
32.7,20,78.847731
36.7,20,78.937439
34.7,20,78.960451
36.1,20,78.983775
35.7,20,79.004533
36.7,20,79.02185
36.7,20,79.041706
37.5,20,79.059935
36.3,20,79.093216
36.5,20,79.110902
34.3,20,79.130558
36.3,20,79.1469
36.7,20,79.169967
35.7,20,79.188514
33.7,20,79.207326
32.5,20,79.240309
35.5,20,79.268327
36.5,20,79.299947
36.3,20,79.330895
36.5,20,79.363066
37.1,20,79.398467
36.1,20,79.41953
36.1,20,79.440141
36.7,20,79.460717
36.3,20,79.484051
36.7,20,79.505513
35.5,20,79.527632
37.3,20,79.553312
35.9,20,79.573252
32.9,20,79.597356
35.5,20,79.617095
36.5,20,79.639512
36.3,20,79.661045
37.3,20,79.683121
36.5,20,79.702945
36.5,20,79.722297
36.3,20,79.750268
37.3,20,79.779127
36.3,20,79.824549
36.9,20,79.85937
36.9,20,79.891343
35.7,20,79.920515
36.1,20,79.940209
37.3,20,79.958947
36.5,20,80.008518
34.9,20,81.121405
36.3,20,81.144141
37.1,20,81.169304
37.1,20,81.18609
37.1,20,81.205907
36.7,20,81.22509
36.3,20,81.243107
37.3,20,81.273329
36.3,20,81.302126
35.9,20,81.325943
31.9,20,81.355745
36.9,20,81.379958
36.5,20,81.404241
28.7,20,81.425936
36.5,20,81.442204
36.3,20,81.45802
36.7,20,81.473472
36.9,20,81.489707
35.3,20,81.504411
36.1,20,81.519448
36.3,20,81.533115
37.7,20,81.549106
36.7,20,81.563334
36.9,20,81.573127
36.9,20,81.593313
37.1,20,81.608171
36.3,20,81.624027
36.9,20,81.638208
36.1,20,81.653339
35.9,20,81.668768
32.7,20,81.685733
35.3,20,81.700027
36.5,20,81.715394
36.5,20,81.730207
35.9,20,81.745227
32.5,20,81.760558
36.9,20,81.780658
35.9,20,81.798497
36.9,20,81.817647
32.5,20,81.840461
36.5,20,81.86046
36.7,20,81.878172
36.9,20,81.893026
35.9,20,81.910906
35.7,20,81.925119
36.5,20,81.936136
37.3,20,81.953137
36.3,20,81.963422
36.3,20,81.972912
37.1,20,82.018658
35.9,20,82.033178
32.1,20,82.953656
36.1,20,82.978753
37.3,20,82.99883
36.5,20,83.017223
36.3,20,83.038983
36.7,20,83.060171
36.5,20,83.08112
37.1,20,83.107735
36.9,20,83.132099
36.5,20,83.156171
35.9,20,83.172939
37.1,20,83.193652
36.9,20,83.210247
37.5,20,83.22725
36.1,20,83.24414
36.9,20,83.260482
36.5,20,83.27866
36.3,20,83.295286
36.3,20,83.313256
28.9,20,83.332923
36.7,20,83.35994
37.1,20,83.383048
32.9,20,83.405129
32.7,20,83.423303
36.3,20,83.436499
36.9,20,83.455673
36.5,20,83.468629
32.3,20,83.484714
37.1,20,83.50392
33.3,20,83.523072
36.1,20,83.539657
36.5,20,83.560497
36.1,20,83.575957
35.1,20,83.59155
36.9,20,83.607255
37.1,20,83.623205
36.3,20,83.640166
36.1,20,83.658107
36.9,20,83.673245
32.5,20,83.689691
32.5,20,83.705719
35.5,20,83.722126
36.9,20,83.738432
37.1,20,83.75396
37.1,20,83.770545
36.3,20,83.785965
38.1,20,83.805185
36.5,20,83.8232
36.7,20,83.860635
36.1,20,83.880932
32.9,20,83.900384
37.1,20,84.824746
36.5,20,84.857547
37.1,20,84.888574
35.9,20,84.913312
36.7,20,84.939923
35.7,20,84.968435
36.3,20,84.994425
31.5,20,85.015014
37.3,20,85.032896
36.5,20,85.047994
36.7,20,85.069991
37.1,20,85.086996
36.7,20,85.103064
37.5,20,85.117326
36.3,20,85.136389
36.5,20,85.153338
37.1,20,85.170901
36.5,20,85.185908
36.7,20,85.20295
36.9,20,85.216632
37.1,20,85.233298
36.7,20,85.248049
35.1,20,85.26326
37.1,20,85.281399
33.3,20,85.295103
36.9,20,85.313297
36.9,20,85.332873
35.9,20,85.353261
32.7,20,85.372931
36.9,20,85.397653
36.7,20,85.416829
36.3,20,85.435534
36.3,20,85.458486
36.9,20,85.477257
35.7,20,85.482957
36.9,20,85.50331
35.9,20,85.523959
33.3,20,85.539519
36.5,20,85.555299
36.5,20,85.570771
36.5,20,85.586937
36.5,20,85.602882
36.3,20,85.618384
36.7,20,85.632886
37.1,20,85.653065
35.9,20,85.668595
36.3,20,85.683217
36.7,20,85.728072
37.1,20,85.746705
36.9,20,85.769936
36.1,20,85.790893
35.1,20,86.981057
36.5,20,87.008395
36.7,20,87.028289
36.5,20,87.047337
36.3,20,87.073591
36.1,20,87.095488
36.1,20,87.112882
35.7,20,87.129179
36.3,20,87.147265
37.3,20,87.163089
36.7,20,87.180496
36.7,20,87.199177
36.5,20,87.21296
36.9,20,87.232958
36.9,20,87.248028
36.7,20,87.268576
36.5,20,87.284613
35.7,20,87.298135
37.3,20,87.313056
35.7,20,87.327962
35.9,20,87.347908
36.5,20,87.366451
36.3,20,87.389788
33.1,20,87.408581
36.3,20,87.423016
35.5,20,87.45645
34.9,20,87.475234
36.5,20,87.499125
36.9,20,87.516741
36.9,20,87.533636
37.1,20,87.548297
36.7,20,87.56442
36.1,20,87.577962
31.7,20,87.593202
36.9,20,87.608296
36.3,20,87.627214
36.3,20,87.643343
37.1,20,87.65905
36.1,20,87.672971
37.3,20,87.68304
37.1,20,87.703177
35.7,20,87.718024
37.1,20,87.732934
35.9,20,87.747339
36.7,20,87.763112
36.9,20,87.773331
36.9,20,87.813064
37.3,20,87.823295
32.3,20,87.843104
37.1,20,87.852939
36.1,20,87.875134
36.1,20,87.893061
35.9,20,88.806941
35.7,20,88.823273
36.7,20,88.846993
35.9,20,88.866619
36.9,20,88.88721
36.7,20,88.910184
35.9,20,88.932932
37.3,20,88.952948
36.1,20,88.983045
37.5,20,89.007808
36.9,20,89.027307
33.1,20,89.043045
37.5,20,89.066995
35.5,20,89.083064
35.3,20,89.092887
36.5,20,89.118033
37.1,20,89.134249
35.7,20,89.151822
36.7,20,89.170208
36.7,20,89.187847
36.3,20,89.203893
36.9,20,89.220031
37.3,20,89.237715
33.5,20,89.254737
36.7,20,89.272115
36.5,20,89.288746
36.3,20,89.305911
32.9,20,89.323028
36.9,20,89.339742
36.9,20,89.357784
35.1,20,89.373138
36.5,20,89.395194
36.9,20,89.412884
36.9,20,89.439167
35.9,20,89.457422
36.9,20,89.487718
37.1,20,89.508605
36.7,20,89.526532
34.9,20,89.556366
32.5,20,89.573088
36.7,20,89.59062
32.7,20,89.603307
37.1,20,89.624373
36.9,20,89.641349
36.9,20,89.674273
37.5,20,89.690613
36.9,20,89.708356
36.3,20,89.725057
37.1,20,89.736579
36.9,20,89.753459
37.3,20,89.77556
36.5,20,90.748806
36.7,20,90.767767
37.1,20,90.789621
36.9,20,90.810193
36.7,20,90.829052
37.1,20,90.852871
37.3,20,90.880899
37.1,20,90.908647
36.7,20,90.937954
33.5,20,90.963235
36.3,20,90.98912
32.1,20,91.01332
36.5,20,91.040639
32.5,20,91.062238
36.9,20,91.087754
36.3,20,91.105799
35.9,20,91.123968
36.5,20,91.136237
35.9,20,91.159242
31.9,20,91.175961
33.5,20,91.193271
36.5,20,91.210551
37.5,20,91.226909
36.7,20,91.236505
36.7,20,91.253543
